transaction_id,amount,hour_of_day,txn_count_last_24h,distance_from_home_km,is_foreign_country,is_new_merchant,Class
17411,83.49,18,5,3.86,0,0,0
17412,73.95,12,3,4.5,0,0,0
17413,11.55,14,0,14.35,0,0,0
17414,160.82,17,2,6.06,0,0,0
17415,66.93,8,3,2.3,0,0,0
17416,128.18,23,1,0.05,0,0,0
17417,94.22,12,6,8.74,0,1,0
17418,62.38,20,1,0.36,0,0,0
17419,16.85,13,3,5.82,0,0,0
17420,7.61,13,0,1.98,0,0,0
17421,34.87,19,3,2.32,0,0,0
17422,80.47,17,4,4.16,0,1,0
17423,324.17,11,4,1.2,0,0,0
17424,56.86,14,3,3.58,0,0,0
17425,85.39,9,0,7.07,1,0,0
17426,185.11,18,7,10.35,0,0,0
17427,16.88,12,2,0.07,0,0,0
17428,38.23,12,0,1.41,0,0,0
17429,31.89,6,0,4.18,0,0,0
17430,15.72,7,5,3.39,1,0,0
17431,118.85,8,4,6.05,0,0,0
17432,243.22,18,3,6.28,0,0,0
17433,51.12,12,5,0.68,0,0,0
17434,92.47,13,2,6.98,0,0,0
17435,34.39,18,3,4.96,0,0,0
17436,94.77,18,4,3.15,0,0,0
17437,22.24,12,2,0.57,0,0,0
17438,17.51,17,2,15.86,0,0,0
17439,72.42,9,0,1.49,0,0,0
17440,25.84,16,1,9.49,0,0,0
17441,443.81,11,2,1.84,0,0,0
17442,133.76,13,6,1.18,0,0,0
17443,79.75,16,2,0.06,0,0,0
17444,87.03,17,5,1.16,0,0,0
17445,61.9,11,1,8.01,0,0,0
17446,147.5,23,3,0.55,0,0,0
17447,63.67,18,4,1.88,0,0,0
17448,35.44,11,2,11.64,0,0,0
17449,114.18,16,3,8.51,0,0,0
17450,33.77,16,3,1.03,0,0,0
17451,131.75,10,4,1.03,0,0,0
17452,632.24,2,14,18.87,0,1,1
17453,43.11,14,5,8.76,0,0,0
17454,88.42,9,1,5.35,0,0,0
17455,40.49,17,7,21.8,0,1,0
17456,99.81,16,2,2.38,0,0,0
17457,103.81,11,1,0.76,0,0,0
17458,157.17,13,5,2.03,0,0,0
17459,351.14,19,5,2.84,0,0,0
17460,347.89,14,2,6.85,0,0,0
17461,114.83,16,5,0.65,0,0,0
17462,159.33,23,1,14.62,0,0,0
17463,45.37,12,3,2.08,0,0,0
17464,105.32,19,0,22.11,0,0,0
17465,53.51,19,1,14.07,0,0,0
17466,34.02,13,2,2.21,0,0,0
17467,79.48,13,5,11.1,0,0,0
17468,194.68,13,6,2.49,0,0,0
17469,121.93,17,4,0.77,0,0,0
17470,185.48,5,5,5.93,0,0,0
17471,123.22,19,6,12.95,0,0,0
17472,35.28,15,5,5.89,0,0,0
17473,22.06,12,3,5.91,0,0,0
17474,140.77,19,2,5.48,0,0,0
17475,94.24,11,3,0.28,0,1,0
17476,112.37,23,5,11.95,0,0,0
17477,61.94,11,0,16.37,0,0,0
17478,56.12,4,3,5.93,0,0,0
17479,290.13,10,4,6.79,0,0,0
17480,5.11,10,6,0.26,0,0,0
17481,89.53,15,4,1.38,0,0,0
17482,61.36,19,1,3.16,0,0,0
17483,26.66,19,6,4.31,0,0,0
17484,230.69,14,5,4.19,0,0,0
17485,49.41,7,2,3.37,0,0,0
17486,62.03,11,2,5.24,0,0,0
17487,18.55,14,5,0.69,0,0,0
17488,128.02,17,7,4.35,0,0,0
17489,80.18,7,1,2.79,0,0,0
17490,461.93,16,5,2.59,0,0,0
17491,104.41,14,0,2.75,0,0,0
17492,101.25,14,0,3.53,0,0,0
17493,4.43,11,2,0.93,0,0,0
17494,276.75,17,2,2.06,0,0,0
17495,37.17,6,3,3.69,0,1,0
17496,113.69,18,3,5.82,0,1,0
17497,79.72,19,4,7.2,1,0,0
17498,28.85,15,2,11.95,1,1,0
17499,205.09,23,5,3.14,0,0,0
17500,28.07,20,1,10.56,0,0,0
17501,77.03,13,2,2.44,0,1,0
17502,186.22,6,2,11.56,0,0,0
17503,19.51,13,3,0.05,0,1,0
17504,51.82,8,3,3.68,0,0,0
17505,24.02,12,2,4.67,0,0,0
17506,154.7,13,0,17.51,0,1,0
17507,83.82,14,3,1.39,0,0,0
17508,7.22,13,5,0.3,0,0,0
17509,56.5,10,5,1.88,0,0,0
17510,47.02,20,4,5.72,0,0,0
17511,77.75,16,1,2.43,0,0,0
17512,78.24,15,3,1.22,0,0,0
17513,89.7,20,1,4.74,0,0,0
17514,102.58,14,2,0.4,0,0,0
17515,64.19,14,6,2.32,0,0,0
17516,91.69,10,1,7.55,1,0,0
17517,85.18,13,4,2.49,0,0,0
17518,86.43,9,0,10.83,0,1,0
17519,110.88,16,4,3.46,0,0,0
17520,38.64,10,2,0.07,0,1,0
17521,59.04,12,6,5.19,0,0,0
17522,192.81,7,2,5.97,0,0,0
17523,29.11,12,4,3.44,0,0,0
17524,105.36,15,4,1.06,0,1,0
17525,186.29,15,4,10.28,0,0,0
17526,45.22,11,2,1.5,0,0,0
17527,71.28,13,2,5.17,0,0,0
17528,90.21,4,1,2.1,0,1,0
17529,829.13,3,9,61.1,1,1,1
17530,259.51,13,1,9.79,0,1,0
17531,25.79,17,3,3.63,0,0,0
17532,44.23,13,3,0.44,0,0,0
17533,75.44,13,3,2.52,0,0,0
17534,320.2,10,1,9.76,0,0,0
17535,89.58,18,2,0.81,0,0,0
17536,72.52,7,3,5.36,0,1,0
17537,16.78,18,7,1.06,0,0,0
17538,110.88,21,6,0.14,0,0,0
17539,76.11,11,2,6.78,0,0,0
17540,152.34,12,0,2.56,0,0,0
17541,112.06,18,3,7.11,0,0,0
17542,11.46,12,6,1.59,0,0,0
17543,93.09,15,1,3.95,0,0,0
17544,82.54,18,1,3.29,0,0,0
17545,133.74,16,3,0.79,0,0,0
17546,138.99,7,3,1.78,0,0,0
17547,133.03,8,4,7.92,0,0,0
17548,117.82,9,2,6.78,0,0,0
17549,100.16,11,6,0.35,0,0,0
17550,166.81,15,7,1.81,0,0,0
17551,44.66,14,1,6.72,0,0,0
17552,63.55,8,3,3.38,0,0,0
17553,17.08,12,3,1.04,0,0,0
17554,72.54,14,2,0.38,0,0,0
17555,187.5,17,3,1.63,0,0,0
17556,53.13,21,3,0.4,0,0,0
17557,19.85,13,2,24.76,0,0,0
17558,126.57,13,1,11.66,0,0,0
17559,62.82,10,3,2.14,0,0,0
17560,170.57,19,2,2.54,0,1,0
17561,109.99,14,0,0.5,0,0,0
17562,129.24,13,3,12.79,0,0,0
17563,13.87,14,5,3.59,0,0,0
17564,107.4,11,3,2.62,0,1,0
17565,46.73,11,2,1.31,0,0,0
17566,26.58,14,0,0.62,0,0,0
17567,48.06,14,4,1.2,0,0,0
17568,288.0,16,4,5.43,0,0,0
17569,184.11,13,3,5.39,1,0,0
17570,109.5,10,1,0.13,0,0,0
17571,93.02,12,4,1.06,0,0,0
17572,101.84,14,2,0.08,0,1,0
17573,177.5,19,0,9.68,0,0,0
17574,83.37,14,6,1.51,0,0,0
17575,167.63,7,3,0.2,0,0,0
17576,17.3,14,3,8.68,0,0,0
17577,34.09,20,3,5.17,0,0,0
17578,106.93,13,1,5.31,1,0,0
17579,115.87,9,1,14.53,0,1,0
17580,31.54,8,4,9.85,0,0,0
17581,208.11,10,7,0.2,0,0,0
17582,75.55,15,2,10.66,0,0,0
17583,28.35,3,3,3.23,0,0,0
17584,104.74,13,3,1.39,0,0,0
17585,148.66,11,1,0.45,0,0,0
17586,82.64,13,2,1.84,0,0,0
17587,2.83,5,4,5.12,0,0,0
17588,161.52,13,5,2.14,0,0,0
17589,65.73,21,1,10.92,0,0,0
17590,218.38,8,4,7.72,0,0,0
17591,177.97,16,3,8.23,0,0,0
17592,172.07,13,2,4.89,0,0,0
17593,155.46,19,4,5.9,0,0,0
17594,98.29,8,4,0.43,0,0,0
17595,1253.35,0,10,273.29,0,1,1
17596,213.93,21,3,17.05,0,0,0
17597,42.32,13,2,0.84,0,0,0
17598,140.75,17,8,11.05,0,0,0
17599,20.32,15,4,5.85,0,0,0
17600,21.77,9,4,9.5,0,0,0
17601,123.77,14,1,1.88,0,0,0
17602,76.02,20,0,0.44,0,0,0
17603,56.1,13,2,0.09,0,0,0
17604,136.3,11,1,0.04,0,0,0
17605,124.57,10,1,2.47,0,0,0
17606,11.52,13,4,2.59,0,0,0
17607,27.76,10,0,0.54,0,0,0
17608,181.96,16,0,0.78,0,0,0
17609,91.16,3,6,6.02,0,0,0
17610,166.79,17,6,5.0,0,0,0
17611,27.41,20,5,5.98,0,0,0
17612,135.2,20,5,3.76,0,0,0
17613,218.12,12,1,2.32,0,0,0
17614,144.74,18,2,16.19,0,0,0
17615,29.13,12,3,7.04,0,0,0
17616,88.12,14,1,7.66,0,0,0
17617,11.78,10,2,15.03,0,0,0
17618,151.53,13,0,10.06,0,0,0
17619,73.64,8,1,1.02,0,0,0
17620,54.37,18,4,5.51,0,0,0
17621,89.92,20,7,8.24,0,0,0
17622,143.26,19,3,8.38,0,0,0
17623,13.39,12,4,2.29,0,0,0
17624,42.35,15,2,13.53,0,0,0
17625,120.73,15,6,8.62,0,0,0
17626,64.77,14,5,5.86,0,0,0
17627,46.95,17,3,0.28,0,0,0
17628,96.23,11,5,7.93,0,0,0
17629,75.69,6,4,8.94,0,0,0
17630,116.55,8,4,3.33,0,0,0
17631,65.83,9,2,3.92,0,0,0
17632,41.68,6,0,4.33,0,1,0
17633,144.31,20,2,12.88,0,0,0
17634,87.61,18,6,7.63,0,0,0
17635,23.82,19,6,6.66,0,0,0
17636,106.95,14,4,1.81,0,0,0
17637,94.24,14,4,9.27,0,1,0
17638,112.95,19,9,4.95,0,0,0
17639,54.54,15,5,3.23,0,1,0
17640,65.11,20,2,3.42,0,0,0
17641,87.0,23,2,1.91,0,0,0
17642,160.25,17,6,2.87,0,0,0
17643,171.48,15,5,2.06,0,0,0
17644,156.73,13,3,0.82,0,0,0
17645,80.56,8,4,1.55,0,0,0
17646,72.51,10,7,4.98,0,0,0
17647,229.15,18,1,1.74,0,0,0
17648,100.84,13,4,0.39,0,0,0
17649,37.54,13,4,0.89,0,0,0
17650,270.74,15,4,2.13,0,0,0
17651,140.49,14,3,8.77,0,0,0
17652,82.5,16,2,4.58,0,0,0
17653,65.29,11,2,4.35,0,0,0
17654,23.39,12,5,0.01,0,0,0
17655,38.88,14,4,11.76,0,1,0
17656,90.33,15,4,14.13,0,0,0
17657,56.98,19,8,3.35,0,0,0
17658,111.6,7,4,2.09,0,0,0
17659,85.29,14,4,4.81,0,0,0
17660,72.58,18,3,0.07,0,1,0
17661,97.59,16,6,0.18,0,0,0
17662,76.9,14,4,2.23,0,0,0
17663,66.4,11,1,1.09,0,0,0
17664,112.18,16,1,10.74,0,0,0
17665,163.42,16,6,5.34,0,0,0
17666,28.37,18,3,2.89,0,0,0
17667,176.73,11,1,7.7,0,0,0
17668,35.37,6,4,6.99,0,0,0
17669,55.11,10,3,0.94,0,0,0
17670,71.32,15,3,16.03,0,0,0
17671,128.17,14,3,2.13,0,0,0
17672,93.63,9,2,4.57,0,0,0
17673,140.82,13,1,3.78,0,0,0
17674,132.14,12,3,6.86,0,0,0
17675,25.85,12,2,5.6,0,0,0
17676,134.34,13,5,9.51,0,0,0
17677,47.12,13,2,0.95,0,0,0
17678,152.13,16,2,2.4,0,0,0
17679,32.68,11,3,12.69,0,0,0
17680,370.24,18,5,5.01,0,0,0
17681,88.09,14,1,1.82,0,1,0
17682,130.24,18,2,4.0,0,0,0
17683,102.55,11,5,0.22,0,0,0
17684,30.94,5,7,7.55,0,0,0
17685,102.21,10,5,11.66,0,0,0
17686,652.96,0,9,332.79,0,1,1
17687,14.26,18,3,2.08,0,0,0
17688,176.6,18,4,6.85,0,0,0
17689,52.96,12,4,9.52,0,0,0
17690,33.74,14,2,2.45,0,0,0
17691,92.28,10,2,3.89,0,1,0
17692,141.74,16,3,1.04,0,0,0
17693,109.57,11,6,2.45,0,0,0
17694,36.68,12,4,1.06,0,0,0
17695,29.19,14,3,0.52,0,0,0
17696,162.41,18,3,16.48,0,0,0
17697,110.3,16,7,2.29,0,0,0
17698,42.84,19,5,6.22,0,0,0
17699,117.6,13,2,1.25,0,1,0
17700,54.6,3,5,9.36,0,0,0
17701,148.93,20,3,0.28,0,0,0
17702,73.68,12,3,20.0,0,0,0
17703,101.6,14,2,8.35,0,1,0
17704,72.49,16,2,0.57,0,0,0
17705,25.71,17,2,1.82,0,0,0
17706,57.58,13,1,1.91,0,0,0
17707,82.45,8,2,0.94,0,0,0
17708,38.34,7,2,3.92,0,0,0
17709,45.99,21,6,0.83,0,0,0
17710,56.62,12,4,12.05,0,0,0
17711,179.5,19,7,1.11,0,1,0
17712,23.51,18,4,5.44,0,0,0
17713,82.81,18,5,0.61,0,0,0
17714,149.63,17,3,17.95,0,0,0
17715,81.89,20,3,0.86,0,0,0
17716,45.63,16,2,3.52,0,0,0
17717,121.41,13,3,25.04,0,0,0
17718,101.03,14,3,0.94,1,1,0
17719,177.1,9,3,1.99,0,0,0
17720,92.33,17,7,6.47,0,0,0
17721,157.94,14,3,9.75,0,0,0
17722,25.05,13,1,13.35,0,0,0
17723,19.25,19,0,0.74,0,0,0
17724,149.17,13,1,23.5,0,0,0
17725,115.17,21,1,2.37,0,1,0
17726,138.03,15,5,4.55,0,0,0
17727,47.93,17,3,10.16,0,0,0
17728,174.87,13,2,16.53,0,0,0
17729,208.05,19,8,1.18,0,0,0
17730,186.19,10,1,0.42,0,0,0
17731,62.32,14,4,4.61,0,0,0
17732,144.72,8,2,4.2,0,0,0
17733,136.19,9,4,4.73,0,0,0
17734,63.51,13,1,0.06,0,0,0
17735,33.04,16,3,3.59,0,0,0
17736,28.37,19,8,0.5,0,0,0
17737,29.8,7,2,9.45,0,1,0
17738,92.82,15,5,1.07,0,0,0
17739,20.17,18,1,9.99,0,0,0
17740,147.11,16,4,9.37,0,1,0
17741,17.93,9,1,0.63,0,0,0
17742,112.09,19,4,1.72,0,0,0
17743,39.92,10,0,0.28,0,0,0
17744,29.91,18,3,2.58,0,0,0
17745,169.96,18,3,4.26,0,0,0
17746,40.08,19,1,7.98,0,0,0
17747,155.52,11,3,12.09,0,0,0
17748,111.29,18,5,3.61,0,0,0
17749,180.75,11,1,5.82,0,0,0
17750,63.8,11,1,4.73,0,0,0
17751,133.42,12,1,3.47,0,0,0
17752,17.62,19,2,3.62,0,0,0
17753,100.44,16,4,14.3,0,0,0
17754,61.87,16,3,3.98,0,0,0
17755,13.0,7,1,3.25,0,0,0
17756,19.95,7,2,3.24,0,0,0
17757,107.31,14,2,3.36,0,0,0
17758,33.18,14,4,6.72,0,0,0
17759,46.29,12,3,0.42,0,0,0
17760,108.05,21,1,1.51,0,1,0
17761,36.5,21,2,15.06,0,0,0
17762,24.23,13,1,7.85,0,0,0
17763,10.93,16,1,5.66,0,0,0
17764,80.56,13,1,0.53,0,1,0
17765,80.16,22,3,0.97,0,0,0
17766,33.12,11,5,2.66,0,0,0
17767,25.48,20,3,30.93,0,0,0
17768,41.84,10,3,10.26,0,0,0
17769,111.69,22,6,18.15,0,0,0
17770,36.52,11,1,0.05,0,0,0
17771,41.37,22,2,1.33,0,0,0
17772,28.37,6,2,1.6,0,0,0
17773,176.86,15,4,4.31,0,0,0
17774,100.58,20,2,2.1,0,0,0
17775,199.63,12,3,3.59,0,0,0
17776,215.23,13,4,1.84,0,1,0
17777,936.84,3,8,658.88,1,0,1
17778,314.77,12,4,1.14,0,0,0
17779,93.46,13,5,1.19,0,0,0
17780,51.05,20,2,12.27,0,1,0
17781,106.83,11,6,14.13,0,0,0
17782,86.85,13,1,0.1,0,0,0
17783,154.2,8,3,1.38,0,0,0
17784,24.06,17,5,1.16,0,0,0
17785,211.14,15,4,5.02,0,0,0
17786,127.41,15,4,2.67,0,0,0
17787,67.58,18,3,2.15,0,0,0
17788,77.7,16,2,0.84,0,0,0
17789,376.89,11,5,4.8,0,0,0
17790,50.74,16,5,1.31,0,0,0
17791,309.38,5,3,6.3,0,0,0
17792,163.9,13,2,10.51,0,1,0
17793,40.8,14,2,3.01,0,0,0
17794,57.29,13,5,5.01,1,0,0
17795,30.07,15,2,3.45,0,0,0
17796,34.57,10,2,16.8,0,0,0
17797,16.89,13,2,1.51,0,0,0
17798,19.83,15,4,1.84,0,0,0
17799,290.48,16,6,5.0,0,0,0
17800,100.08,13,4,0.27,0,0,0
17801,20.52,17,3,0.0,0,0,0
17802,74.82,11,4,2.98,0,0,0
17803,41.46,7,5,21.71,0,1,0
17804,7.06,13,2,2.01,0,1,0
17805,107.99,21,4,16.65,0,1,0
17806,66.72,18,3,1.04,0,0,0
17807,18.56,12,2,2.18,0,0,0
17808,238.5,13,5,4.08,0,0,0
17809,235.16,10,0,2.82,0,0,0
17810,59.61,16,5,13.64,0,0,0
17811,749.93,4,16,244.96,1,1,1
17812,18.74,13,1,1.45,0,0,0
17813,99.88,18,1,0.52,0,0,0
17814,234.15,8,4,11.84,0,1,0
17815,95.9,14,3,0.48,0,0,0
17816,34.79,16,1,2.55,0,0,0
17817,81.9,13,1,3.0,0,0,0
17818,41.02,16,5,2.8,0,0,0
17819,92.97,11,2,2.99,0,0,0
17820,83.47,18,4,7.61,0,1,0
17821,33.3,17,4,9.08,0,1,0
17822,86.5,12,2,17.26,1,0,0
17823,57.93,16,4,8.85,0,0,0
17824,308.93,16,1,11.34,0,1,0
17825,187.2,13,3,1.38,0,0,0
17826,50.54,12,2,5.11,0,0,0
17827,177.23,8,1,1.4,0,0,0
17828,38.93,14,5,4.08,0,0,0
17829,21.44,12,2,3.48,0,1,0
17830,100.13,15,2,3.71,0,0,0
17831,96.81,6,3,1.68,0,0,0
17832,168.81,9,0,2.53,0,0,0
17833,43.13,19,3,0.93,0,0,0
17834,49.34,14,1,1.71,0,0,0
17835,149.29,9,1,8.34,0,0,0
17836,73.62,15,2,6.56,0,0,0
17837,79.77,17,1,1.36,0,0,0
17838,16.21,12,4,0.18,0,1,0
17839,84.0,12,6,8.33,0,1,0
17840,46.69,23,2,0.13,0,0,0
17841,17.85,10,1,2.11,0,0,0
17842,125.1,15,2,4.74,0,0,0
17843,295.4,9,1,5.54,0,0,0
17844,156.5,0,2,8.27,0,0,0
17845,176.21,10,3,14.82,0,0,0
17846,118.04,16,4,3.27,0,0,0
17847,74.91,20,6,1.15,0,1,0
17848,92.17,8,3,6.4,0,0,0
17849,25.39,7,3,31.51,0,0,0
17850,741.94,7,16,74.88,0,0,1
17851,154.57,13,6,2.81,0,0,0
17852,210.57,8,6,3.38,0,0,0
17853,92.69,12,2,0.65,0,0,0
17854,112.47,7,1,4.35,0,0,0
17855,35.03,18,2,4.02,0,1,0
17856,37.14,8,4,1.64,0,1,0
17857,104.23,8,4,3.32,0,0,0
17858,98.44,15,4,5.65,0,0,0
17859,93.14,14,3,4.47,0,0,0
17860,155.37,11,2,8.91,0,1,0
17861,99.02,16,3,5.2,1,0,0
17862,34.86,10,2,1.07,0,0,0
17863,48.4,9,5,3.81,0,0,0
17864,31.42,17,1,12.67,0,0,0
17865,77.17,4,4,2.64,0,0,0
17866,28.11,8,3,4.15,0,0,0
17867,100.1,18,2,4.36,0,0,0
17868,92.3,8,2,0.21,0,0,0
17869,31.08,16,5,0.74,0,1,0
17870,44.6,14,3,0.43,0,0,0
17871,274.53,11,5,6.87,0,0,0
17872,44.1,11,1,1.52,0,0,0
17873,112.69,16,5,1.49,0,0,0
17874,73.06,4,4,4.17,0,0,0
17875,32.12,14,3,0.61,0,1,0
17876,27.39,7,2,4.66,0,1,0
17877,116.07,13,2,3.82,0,0,0
17878,56.84,6,2,8.34,0,0,0
17879,7.5,17,5,5.17,0,0,0
17880,69.61,9,6,0.33,0,0,0
17881,13.65,15,3,11.38,0,0,0
17882,20.29,18,4,3.16,0,0,0
17883,30.6,11,3,1.41,0,0,0
17884,24.08,21,5,5.28,0,0,0
17885,113.38,6,5,4.41,0,0,0
17886,18.85,18,2,0.62,0,0,0
17887,100.97,14,3,0.26,0,0,0
17888,128.2,16,0,0.73,0,0,0
17889,55.3,12,4,6.48,0,0,0
17890,588.21,12,3,1.44,0,0,0
17891,14.8,11,5,5.89,0,0,0
17892,156.75,9,4,9.97,0,0,0
17893,639.7,3,13,1.57,0,1,1
17894,76.25,13,1,4.52,0,0,0
17895,100.05,14,2,2.29,0,0,0
17896,44.0,15,2,3.95,0,0,0
17897,207.49,10,2,1.27,0,1,0
17898,62.06,3,2,3.03,0,0,0
17899,79.34,6,1,4.64,0,0,0
17900,23.83,16,7,8.58,0,0,0
17901,55.48,19,3,4.75,0,0,0
17902,33.61,15,0,6.15,0,0,0
17903,37.98,13,2,0.23,0,0,0
17904,101.15,16,4,1.28,0,0,0
17905,161.89,14,1,1.88,0,0,0
17906,71.22,9,4,9.4,0,0,0
17907,151.36,18,3,6.61,0,0,0
17908,107.18,20,3,4.55,0,0,0
17909,73.35,8,1,7.36,0,0,0
17910,93.2,14,1,10.8,0,0,0
17911,11.12,14,1,9.09,0,0,0
17912,105.45,11,5,6.73,0,0,0
17913,47.26,10,4,2.29,0,0,0
17914,41.98,19,3,0.43,0,0,0
17915,36.93,12,5,6.14,0,0,0
17916,110.76,13,1,3.89,0,0,0
17917,147.61,16,4,2.25,0,0,0
17918,14.0,7,4,5.0,0,0,0
17919,114.14,13,3,1.46,0,0,0
17920,182.3,10,6,2.83,0,1,0
17921,77.53,10,4,13.14,0,0,0
17922,168.61,18,3,0.41,0,1,0
17923,76.36,17,6,4.11,0,0,0
17924,69.93,13,4,6.23,0,1,0
17925,12.17,19,1,4.16,0,0,0
17926,430.67,12,2,2.53,0,1,0
17927,21.13,15,4,3.61,0,0,0
17928,85.11,20,1,8.63,0,0,0
17929,1617.46,0,14,742.19,0,0,1
17930,50.34,11,4,7.44,0,0,0
17931,26.21,13,1,6.27,0,0,0
17932,19.88,12,9,2.52,0,0,0
17933,63.4,17,5,3.91,0,1,0
17934,267.27,13,1,6.07,0,0,0
17935,116.75,21,1,5.16,0,1,0
17936,63.68,13,3,3.14,0,0,0
17937,170.68,12,3,9.94,0,0,0
17938,64.08,12,6,1.52,0,0,0
17939,49.3,5,4,2.5,0,0,0
17940,110.47,13,4,5.56,0,0,0
17941,68.99,16,5,0.56,0,1,0
17942,94.28,18,1,27.1,0,0,0
17943,38.9,15,2,0.0,0,0,0
17944,31.13,14,1,1.35,0,0,0
17945,182.66,9,3,2.82,0,0,0
17946,340.75,13,1,0.56,0,0,0
17947,66.57,17,4,1.2,0,0,0
17948,112.99,12,1,1.37,0,0,0
17949,15.04,18,2,3.7,0,0,0
17950,25.49,19,4,3.33,0,0,0
17951,31.58,6,3,3.64,0,0,0
17952,68.86,13,1,5.16,0,1,0
17953,60.43,21,2,1.74,0,0,0
17954,24.62,12,2,1.91,0,0,0
17955,104.38,10,4,9.83,0,0,0
17956,68.37,7,4,2.92,0,0,0
17957,27.14,14,1,7.17,0,0,0
17958,40.39,13,2,12.97,0,0,0
17959,145.95,13,3,1.68,0,0,0
17960,50.42,16,3,15.36,0,1,0
17961,70.31,15,5,2.05,0,0,0
17962,85.7,10,2,4.09,0,0,0
17963,79.61,16,1,5.79,0,0,0
17964,101.35,15,4,1.49,0,0,0
17965,35.06,17,3,1.24,0,0,0
17966,1279.06,4,12,670.45,0,1,1
17967,40.73,18,5,3.34,0,0,0
17968,51.5,17,7,17.22,0,0,0
17969,216.18,5,5,10.36,0,0,0
17970,68.49,13,2,0.06,0,0,0
17971,57.55,12,4,12.54,0,0,0
17972,46.0,10,4,2.12,0,0,0
17973,30.8,5,2,1.05,0,1,0
17974,68.27,10,2,7.26,0,0,0
17975,76.19,16,3,2.55,0,0,0
17976,127.44,15,4,30.56,0,0,0
17977,59.68,9,5,0.21,0,0,0
17978,139.86,15,2,1.64,0,0,0
17979,22.32,15,1,14.09,0,0,0
17980,265.47,16,3,3.94,0,0,0
17981,102.65,13,2,10.46,0,0,0
17982,18.51,15,1,9.03,0,0,0
17983,92.13,8,2,4.52,0,0,0
17984,49.17,16,3,2.83,0,0,0
17985,137.97,5,3,3.88,0,0,0
17986,119.98,12,0,3.73,0,0,0
17987,106.15,11,2,0.75,0,0,0
17988,87.96,20,3,1.58,0,0,0
17989,114.11,13,4,3.25,0,0,0
17990,195.79,11,2,0.6,0,0,0
17991,1025.89,3,14,12.42,1,1,1
17992,46.51,17,1,1.57,0,0,0
17993,130.03,13,0,1.52,0,0,0
17994,75.32,15,7,4.18,0,0,0
17995,55.41,12,2,3.85,0,0,0
17996,130.53,17,0,9.69,0,1,0
17997,45.91,8,1,2.15,0,0,0
17998,97.92,12,1,3.62,0,0,0
17999,76.88,6,4,4.12,0,0,0
18000,49.03,18,4,3.39,0,1,0
18001,93.32,11,2,4.51,0,0,0
18002,6.31,13,4,8.33,0,0,0
18003,104.77,10,2,14.54,0,0,0
18004,24.03,16,2,15.18,0,0,0
18005,124.67,14,5,0.63,0,0,0
18006,82.96,11,2,2.72,0,0,0
18007,68.97,8,2,5.9,0,0,0
18008,49.11,19,3,8.27,0,0,0
18009,124.21,15,1,2.99,0,0,0
18010,569.68,2,12,721.42,0,0,1
18011,27.18,16,3,2.59,0,0,0
18012,94.31,10,1,12.23,0,0,0
18013,62.83,17,3,2.27,0,0,0
18014,168.13,17,2,16.4,0,0,0
18015,246.12,12,4,3.87,0,0,0
18016,66.01,17,5,4.79,0,0,0
18017,164.02,12,3,8.81,0,0,0
18018,57.56,14,0,5.57,0,0,0
18019,123.6,16,4,3.3,0,0,0
18020,163.54,21,2,0.88,0,0,0
18021,55.2,10,1,12.42,0,0,0
18022,97.98,16,7,8.21,0,0,0
18023,48.66,16,3,1.18,0,0,0
18024,169.88,11,2,8.95,0,0,0
18025,34.75,10,2,6.26,0,0,0
18026,282.14,10,6,7.85,0,0,0
18027,100.04,21,1,5.79,0,0,0
18028,25.59,13,5,3.19,0,1,0
18029,300.05,18,2,2.1,0,0,0
18030,374.41,15,2,1.74,0,0,0
18031,115.06,7,1,4.59,0,0,0
18032,15.47,15,2,5.49,0,0,0
18033,85.96,20,1,0.92,0,0,0
18034,70.6,23,1,10.6,0,0,0
18035,74.01,17,5,4.79,0,0,0
18036,161.74,14,3,6.48,0,0,0
18037,61.96,13,3,2.76,0,0,0
18038,168.09,15,2,1.49,0,0,0
18039,160.91,8,0,12.66,0,0,0
18040,5.36,15,1,10.8,0,0,0
18041,144.59,14,2,7.95,0,0,0
18042,97.18,17,0,6.91,0,0,0
18043,59.58,14,2,3.35,0,0,0
18044,36.02,19,2,8.41,1,0,0
18045,93.91,18,3,3.32,0,0,0
18046,52.31,10,1,11.66,0,0,0
18047,84.58,9,5,7.66,0,1,0
18048,31.6,20,4,5.69,0,0,0
18049,34.97,17,7,14.71,0,0,0
18050,28.75,11,4,5.65,0,0,0
18051,19.6,12,2,3.15,0,0,0
18052,123.7,13,3,2.02,0,0,0
18053,150.49,20,0,0.72,0,0,0
18054,112.16,12,4,0.24,0,0,0
18055,91.93,16,1,10.85,0,0,0
18056,65.61,10,0,1.56,0,0,0
18057,177.92,13,2,1.44,0,0,0
18058,89.94,16,2,11.66,0,0,0
18059,110.57,12,2,7.5,0,0,0
18060,732.92,11,8,28.84,1,1,1
18061,73.21,15,6,4.78,0,0,0
18062,106.1,19,4,1.21,0,1,0
18063,79.62,14,1,8.6,0,0,0
18064,116.83,13,2,0.41,0,0,0
18065,83.44,19,3,8.92,0,1,0
18066,85.19,15,0,5.92,0,0,0
18067,115.9,14,1,14.81,0,0,0
18068,81.48,15,4,2.6,0,0,0
18069,98.8,14,0,6.43,0,1,0
18070,60.35,23,1,8.92,0,0,0
18071,73.18,6,2,1.24,0,0,0
18072,87.69,14,2,3.53,0,0,0
18073,116.9,11,3,1.46,0,0,0
